product_id,sku,title,spec_sheet_url
6770329649196,"EB.SA.1C","Parisi Blade Shower Arm 240mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184105308314
6770329681964,"LT.SA.1W","Parisi Laser Shower Arm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184105865370
6770329714732,"LT.SA-D21W","Parisi Laser 2-Way Diverter Shower Arm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184105930906
6770329780268,"EE.SA.1W","Parisi Ellisse Short Shower Arm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184105504922
6770329845804,"EE.SA.1WA","Parisi Ellisse Long Shower Arm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184105537690
6770330075180,"QQ.SP.LB","Parisi Quadro Elbow Water Connector 46mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184107503770
6770330107948,"QQ.SP.LBB","Parisi Quadro F&F Elbow Water Connector Holder - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184107536538
6770330173484,"TO.SP.LB","Parisi Tondo F&F Elbow Water Connector - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184108454042
6770330206252,"TO.SP.LBB","Parisi Tondo F&F Elbow Water Connector Holder - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184108519578
6770330337324,"TO.SP.LBBS","Parisi Tondo F&F Elbow Water Connector - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184108552346
6770330370092,"SP.HO01","Parisi Hose 3-8 Male Standard Hose",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7883889016986
6770330828844,"QQ.02H","Parisi Quadro Fixed Hob Spout 150mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255476568218
6770330861612,"QQ.02H.LT","Parisi Quadro Curved Fixed Hob Spout 160mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255476633754
6770330894380,"QQ.02HS","Parisi Quadro Swivel Spout - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255476666522
6770330959916,"SF.02HS","Parisi Stella Square Swivel Spout 215mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255474700442
6770330992684,"SF.03HSD","Parisi Stella Swivel Spout & Diverter 215mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255474798746
6770331058220,"QQW.02H","Parisi Quadro Waterfall Basin Spout 145mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255477387418
6770331254828,"TO.03C","Parisi Tondo Bath Ceiling Spout (LED) 1330mm",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7493930418330
6770331320364,"QQ.07-1H","Parisi Quadro Kitchen Mixer - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=6911634538650
6770331418668,"SPR.07-1HT","Parisi Springtime Kitchen Mixer - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=6911634604186
6770331451436,"TO.07-1HT","Parisi Tondo Dual Kitchen Mixer - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=6911634636954
6770331484204,"ER.HK","Parisi Ellisse Robe Hook - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149223477402
6770331582508,"ER.RH","Parisi Ellisse Toilet Roll Holder - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149223542938
6770331615276,"ER.TH","Parisi Ellisse Towel Holder - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149223608474
6770331648044,"NE02","Parisi Ellisse Glass Soap Dish",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225640090
6770331713580,"NE02B","Parisi Ellisse Glass Dish",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149226459290
6770331746348,"NE03","Parisi Ellisse Glass Tumbler",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149226492058
6770331877420,"NE03C","Parisi Ellisse Optional Toothbrush Cover - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149226786970
6770331910188,"NE010","Parisi Ellisse Tumbler Holder - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149224984730
